"","seqnames","start","end","width","strand","Conc","Conc_F","Conc_M","Fold","p.value","FDR","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","Symbol.ENTREZID","Symbol.SYMBOL"
"23432","chr14", 55114289, 55114689,401,"*", 5.206700, 5.673662, 4.511922, 0.8344182,2.259547e-04,0.032175595,"Promoter (<=1kb)",14, 55113054, 55114995,  1942,2,"105651","ENSMUST00000168622.2",    306,105651,Ppp1r3e
"31355","chr17", 10196744, 10197144,401,"*", 4.688372, 5.261331, 3.723797, 0.8917065,2.265475e-04,0.032175595,"Distal Intergenic",17, 10145522, 10148696,  3175,2,"118567366","ENSMUST00000232911.2", -48048,118567366,Gm34799
"1024","chr1", 59814071, 59814471,401,"*", 4.768127, 5.292848, 3.935084, 0.8848743,2.273361e-04,0.032175595,"Intron (ENSMUST00000087435.7/12168, intron 1 of 12)", 1, 59802559, 59918173,115615,1,"12168","ENSMUST00000087435.7",  11512,12168,Bmpr2
"8704","chr10",122515147,122515547,401,"*", 5.586788, 6.016539, 4.971941, 0.8018990,2.273418e-04,0.032175595,"Promoter (<=1kb)",10,122515220,122515320,   101,1,"102466884","ENSMUST00000185165.3",      0,102466884,Mir8104
"73097","chr9",  7832398,  7832798,401,"*", 4.705653, 5.260758, 3.791688, 0.8994406,2.275067e-04,0.032175595,"Promoter (2-3kb)", 9,  7818237,  7835256, 17020,2,"11797","ENSMUST00000074246.7",   2458,11797,Birc2
"49008","chr3",115498525,115498925,401,"*", 5.217906, 5.678329, 4.537650, 0.8653656,2.286446e-04,0.032278366,"Distal Intergenic", 3,115504082,115508721,  4640,2,"13609","ENSMUST00000055676.4",   9796,13609,S1pr1
"67064","chr7",108789138,108789538,401,"*", 4.814945, 5.320290, 4.030405, 0.8617635,2.297308e-04,0.032342058,"Distal Intergenic", 7,108737882,108774414, 36533,2,"109594","ENSMUST00000207178.2", -14724,109594,Lmo1
"56180","chr5", 64992074, 64992474,401,"*", 4.430145, 5.032551, 3.376511, 0.9105207,2.299198e-04,0.032342058,"Distal Intergenic", 5, 64984152, 64986893,  2742,1,"16599","ENSMUST00000198946.2",   7922,16599,Klf3
"28719","chr16", 13170226, 13170626,401,"*", 4.507197, 5.068637, 3.575547, 0.8989143,2.325843e-04,0.032489393,"Intron (ENSMUST00000009713.14/239719, intron 3 of 16)",16, 13176285, 13235393, 59109,1,"239719","ENSMUST00000149359.2",  -5659,239719,Mrtfb
"25364","chr15", 25669830, 25670230,401,"*", 4.234519, 4.873712, 3.058405, 0.9104238,2.326556e-04,0.032489393,"Intron (ENSMUST00000110457.8/17909, intron 2 of 40)",15, 25674596, 25724036, 49441,1,"17909","ENSMUST00000130517.8",  -4366,17909,Myo10
"63379","chr6",134037658,134038058,401,"*", 5.380373, 5.872543, 4.627550, 0.8343540,2.331947e-04,0.032489393,"Intron (ENSMUST00000081028.13/14011, intron 1 of 7)", 6,134012932,134225247,212316,1,"14011","ENSMUST00000164648.2",  24726,14011,Etv6
"70516","chr8", 71725327, 71725727,401,"*", 6.348881, 6.760121, 5.771483, 0.7743503,2.337868e-04,0.032489393,"Promoter (<=1kb)", 8, 71725358, 71813356, 87999,1,"17925","ENSMUST00000170242.8",      0,17925,Myo9b
"62430","chr6",112364413,112364813,401,"*", 5.764238, 6.208658, 5.118651, 0.8429284,2.340937e-04,0.032489393,"Promoter (<=1kb)", 6,112346621,112364979, 18359,2,"243612","ENSMUST00000238755.2",    166,243612,Ssu2
"54988","chr5", 18161564, 18161964,401,"*", 5.372073, 5.811820, 4.736385, 0.8180774,2.341843e-04,0.032489393,"Distal Intergenic", 5, 18167547, 18224832, 57286,1,"242851","ENSMUST00000030561.9",  -5583,242851,Gnat3
"72274","chr8",120958311,120958711,401,"*", 5.559905, 6.007928, 4.906619, 0.8866243,2.343654e-04,0.032489393,"Intron (ENSMUST00000180448.3/382034, intron 1 of 2)", 8,120955195,121280373,325179,1,"382034","ENSMUST00000180448.3",   3116,382034,Gse1
"41954","chr2", 48778517, 48778917,401,"*", 4.494179, 5.057104, 3.558341, 0.8968984,2.346962e-04,0.032489393,"Promoter (1-2kb)", 2, 48780401, 48790260,  9860,1,"11480","ENSMUST00000156681.2",  -1484,11480,Acvr2a
"16668","chr12", 52053100, 52053500,401,"*", 5.716853, 6.150099, 5.094771, 0.8160343,2.348037e-04,0.032489393,"Promoter (<=1kb)",12, 52035095, 52053284, 18190,2,"328092","ENSMUST00000085404.10",      0,328092,Dtd2
"77020","chr9",116143625,116144025,401,"*", 4.598590, 5.160315, 3.666136, 0.9029649,2.351064e-04,0.032489393,"Distal Intergenic", 9,116156405,116168579, 12175,1,"78580","ENSMUST00000215052.2", -12380,78580,D730003K21Rik
"63234","chr6",126485750,126486150,401,"*", 5.261079, 5.750862, 4.513897, 0.8822025,2.357934e-04,0.032527051,"Distal Intergenic", 6,126509514,126512375,  2862,2,"16493","ENSMUST00000060972.5",  26225,16493,Kcna5
"55915","chr5", 50216374, 50216774,401,"*", 4.975733, 5.473493, 4.209572, 0.8874757,2.374209e-04,0.032638818,"Promoter (<=1kb)", 5, 50117298, 50216348, 99051,2,"70693","ENSMUST00000030971.7",    -26,70693,Adgra3
"3888","chr1",167135849,167136249,401,"*", 5.582159, 6.031467, 4.926114, 0.8500932,2.378136e-04,0.032638818,"Promoter (<=1kb)", 1,167135947,167158354, 22408,1,"68944","ENSMUST00000195015.6",      0,68944,Tmco1
"52828","chr4",130556426,130556826,401,"*", 6.170924, 6.613563, 5.529122, 0.8591210,2.378510e-04,0.032638818,"Distal Intergenic", 4,130544156,130549561,  5406,1,"20970","ENSMUST00000140623.2",  12270,20970,Sdc3
"5829","chr10", 39009882, 39010282,401,"*", 4.636069, 5.174748, 3.766625, 0.8799369,2.392879e-04,0.032658596,"Promoter (<=1kb)",10, 38994800, 39009902, 15103,2,"66337","ENSMUST00000063204.9",      0,66337,Fam229b
"11939","chr11", 75063920, 75064320,401,"*", 5.696285, 6.119821, 5.094174, 0.7859320,2.393065e-04,0.032658596,"Promoter (<=1kb)",11, 75064214, 75064304,    91,1,"387208","ENSMUST00000083656.3",      0,387208,Mir212
"16217","chr12", 28800912, 28801312,401,"*", 5.148726, 5.613586, 4.458638, 0.8374788,2.403837e-04,0.032658596,"Promoter (<=1kb)",12, 28740627, 28800471, 59845,2,"217449","ENSMUST00000168129.10",   -441,217449,Trappc12
"5685","chr10", 27494200, 27494600,401,"*", 4.247875, 4.863266, 3.152538, 0.9090714,2.411699e-04,0.032658596,"Promoter (1-2kb)",10, 27298388, 27495754,197367,2,"16773","ENSMUST00000188963.2",   1154,16773,Lama2
"21269","chr13", 98341707, 98342107,401,"*", 4.820773, 5.316090, 4.060462, 0.8743904,2.417818e-04,0.032658596,"Promoter (<=1kb)",13, 98035977, 98342675,306699,2,"110596","ENSMUST00000109426.3",    568,110596,Arhgef28
"61868","chr6", 91193549, 91193949,401,"*", 4.775210, 5.289123, 3.969503, 0.8670922,2.418752e-04,0.032658596,"Intron (ENSMUST00000113498.9/14115, intron 1 of 16)", 6, 91189813, 91210286, 20474,1,"14115","ENSMUST00000134974.2",   3736,14115,Fbln2
"47173","chr3", 52169853, 52170253,401,"*", 5.013222, 5.604249, 3.994873, 0.8923989,2.418770e-04,0.032658596,"Distal Intergenic", 3, 52175757, 52260642, 84886,1,"56458","ENSMUST00000053764.7",  -5504,56458,Foxo1
"66556","chr7", 98352591, 98352991,401,"*", 5.027164, 5.497435, 4.324955, 0.8739472,2.428329e-04,0.032658596,"Promoter (<=1kb)", 7, 98352535, 98364320, 11786,1,"72981","ENSMUST00000153566.2",     56,72981,Thap12
"59238","chr5",142715126,142715526,401,"*", 4.489554, 5.027807, 3.621239, 0.8893133,2.429064e-04,0.032658596,"Intron (ENSMUST00000152247.8/231861, intron 22 of 24)", 5,142717861,142722436,  4576,2,"231861","ENSMUST00000198932.5",   6910,231861,Tnrc18
"47994","chr3", 89246748, 89247148,401,"*", 4.723329, 5.285787, 3.788812, 0.9027909,2.431652e-04,0.032658596,"Promoter (<=1kb)", 3, 89247052, 89247659,   608,2,"11490","ENSMUST00000139705.2",    511,11490,Adam15
"50706","chr4", 47149705, 47150105,401,"*", 5.750017, 6.176816, 5.141240, 0.8044216,2.434790e-04,0.032658596,"Distal Intergenic", 4, 47091923, 47123043, 31121,1,"230145","ENSMUST00000107744.2",  57782,230145,Galnt12
"5707","chr10", 30678925, 30679325,401,"*", 5.445916, 5.932609, 4.705993, 0.8576541,2.439614e-04,0.032658596,"Promoter (<=1kb)",10, 30521580, 30679103,157524,2,"211329","ENSMUST00000068567.5",      0,211329,Ncoa7
"25313","chr15", 12652636, 12653036,401,"*", 5.395154, 5.831505, 4.766595, 0.8246121,2.440154e-04,0.032658596,"Intron (ENSMUST00000189469.7/68070, intron 2 of 4)",15, 12588601, 12599142, 10542,2,"68070","ENSMUST00000189746.2", -53494,68070,Pdzd2
"73898","chr9", 40669048, 40669448,401,"*", 5.996826, 6.398106, 5.438991, 0.8565651,2.450262e-04,0.032658596,"Intron (ENSMUST00000139577.2/71566, intron 2 of 2)", 9, 40672549, 40673551,  1003,2,"118567695","ENSMUST00000216792.2",   4103,118567695,Gm48293
"37654","chr19",  3757803,  3758203,401,"*", 5.959524, 6.422347, 5.273964, 0.8310940,2.453663e-04,0.032658596,"Promoter (<=1kb)",19,  3739686,  3758176, 18491,2,"102640578","ENSMUST00000236650.2",      0,102640578,Gm36608
"23337","chr14", 51433285, 51433685,401,"*", 4.758672, 5.297192, 3.889650, 0.8804010,2.453740e-04,0.032658596,"Promoter (2-3kb)",14, 51432781, 51436605,  3825,2,"11731","ENSMUST00000228835.2",   2920,11731,Ang2
"47777","chr3", 86906522, 86906922,401,"*", 4.789429, 5.353613, 3.850027, 0.8852255,2.454842e-04,0.032658596,"Promoter (<=1kb)", 3, 86903141, 86906616,  3476,2,"12479","ENSMUST00000063869.11",      0,12479,Cd1d1
"62064","chr6", 94116835, 94117235,401,"*", 4.145893, 4.749637, 3.088037, 0.9037137,2.454845e-04,0.032658596,"Intron (ENSMUST00000055224.15/14924, intron 1 of 21)", 6, 94109904, 94260006,150103,2,"78178","ENSMUST00000203034.2", 142771,78178,4930511A08Rik
"5638","chr10", 26663093, 26663493,401,"*", 4.533337, 5.087880, 3.620926, 0.8940153,2.459079e-04,0.032659565,"Intron (ENSMUST00000176060.8/73910, intron 1 of 4)",10, 26648473, 26794644,146172,1,"73910","ENSMUST00000039557.9",  14620,73910,Arhgap18
"75128","chr9", 64928795, 64929195,401,"*", 6.017868, 6.425882, 5.446852, 0.8101013,2.471184e-04,0.032680682,"Promoter (<=1kb)", 9, 64894265, 64928975, 34711,2,"57874","ENSMUST00000036615.7",      0,57874,Hacd3
"53833","chr4",141000366,141000766,401,"*", 5.930899, 6.353633, 5.330418, 0.7750950,2.472734e-04,0.032680682,"Distal Intergenic", 4,141005700,141007129,  1430,1,"100503810","ENSMUST00000142429.3",  -4934,100503810,Gm13056
"3898","chr1",167221467,167221867,401,"*", 6.157513, 6.577338, 5.562927, 0.7863074,2.473160e-04,0.032680682,"Promoter (<=1kb)", 1,167199535,167221410, 21876,2,"66447","ENSMUST00000028005.3",    -57,66447,Mgst3
"69208","chr8", 22972490, 22972890,401,"*", 4.593047, 5.123477, 3.745271, 0.9034472,2.478132e-04,0.032686554,"Exon (ENSMUST00000180411.3/ENSMUST00000180411.3, exon 2 of 2)", 8, 22966916, 23025385, 58470,1,"20516","ENSMUST00000209305.2",   5574,20516,Slc20a2
"7083","chr10", 77814380, 77814780,401,"*", 5.459714, 5.961986, 4.682661, 0.8850166,2.486206e-04,0.032686554,"Promoter (<=1kb)",10, 77814488, 77821089,  6602,1,"67884","ENSMUST00000149074.8",      0,67884,Cfap410
"60175","chr6", 30278482, 30278882,401,"*", 5.100616, 5.559025, 4.424792, 0.8594488,2.486302e-04,0.032686554,"Intron (ENSMUST00000102993.10/22214, intron 1 of 6)", 6, 30214860, 30304521, 89662,2,"22214","ENSMUST00000094543.3",  25639,22214,Ube2h
"22061","chr14",  7766082,  7766482,401,"*", 4.610267, 5.200164, 3.595360, 0.8933260,2.490261e-04,0.032686554,"Promoter (<=1kb)",14,  7673453,  7766684, 93232,2,"218756","ENSMUST00000225630.3",    202,218756,Slc4a7
"47292","chr3", 54715231, 54715631,401,"*", 6.218486, 6.611113, 5.677326, 0.7564297,2.494544e-04,0.032688098,"Promoter (<=1kb)", 3, 54710536, 54715212,  4677,2,"170767","ENSMUST00000044373.6",    -19,170767,Rfxap
"22026","chr14",  6034889,  6035289,401,"*", 5.052910, 5.518681, 4.360792, 0.8441597,2.503833e-04,0.032732357,"3' UTR",14,  6041258,  6046475,  5218,2,"21974","ENSMUST00000163032.2",  11186,21974,Top2b
"72175","chr8",119149298,119149698,401,"*", 5.587628, 6.027696, 4.951263, 0.7898618,2.508475e-04,0.032732357,"Intron (ENSMUST00000117160.2/12554, intron 1 of 13)", 8,119153232,119153338,   107,2,"115487013","ENSMUST00000082867.3",   3640,115487013,Gm24035
"43321","chr2", 98497310, 98497710,401,"*",17.772749,17.411802,18.061222,-0.5881678,2.510431e-04,0.032732357,"Distal Intergenic", 2, 97298434, 97459408,160975,1,"241568","ENSMUST00000170144.2",1198876,241568,Lrrc4c
"30555","chr16", 84972956, 84973356,401,"*", 5.184587, 5.647416, 4.499013, 0.8452269,2.531235e-04,0.032948873,"Promoter (2-3kb)",16, 84746573, 84970654,224082,2,"11820","ENSMUST00000227723.2",  -2302,11820,App
"6871","chr10", 75122318, 75122718,401,"*", 4.714152, 5.276727, 3.779304, 0.8951533,2.551691e-04,0.033085868,"Intron (ENSMUST00000218766.2/74392, intron 13 of 15)",10, 75118611, 75118869,   259,2,"115487405","ENSMUST00000218702.2",  -3449,115487405,Gm46234
"30861","chr16", 93508555, 93508955,401,"*", 5.869710, 6.284801, 5.284639, 0.7849704,2.553324e-04,0.033085868,"Promoter (<=1kb)",16, 93508792, 93607476, 98685,1,"70028","ENSMUST00000045004.11",      0,70028,Dop1b
"43061","chr2", 90773808, 90774208,401,"*", 4.881480, 5.380890, 4.111350, 0.8694427,2.554405e-04,0.033085868,"Promoter (2-3kb)", 2, 90770888, 90849842, 78955,1,"13046","ENSMUST00000068747.14",   2920,13046,Celf1
"66311","chr7", 89801539, 89801939,401,"*", 5.873648, 6.283126, 5.299742, 0.7974273,2.562041e-04,0.033100853,"Intron (ENSMUST00000207225.2/233489, intron 1 of 18)", 7, 89814721, 89858138, 43418,1,"233489","ENSMUST00000207084.2", -12782,233489,Picalm
"60641","chr6", 39757928, 39758328,401,"*", 5.070624, 5.585435, 4.262676, 0.8678562,2.563996e-04,0.033100853,"Distal Intergenic", 6, 39779318, 39782976,  3659,2,"14548","ENSMUST00000201461.2",  24648,14548,Mrps33
"70121","chr8", 61693538, 61693938,401,"*", 4.509697, 5.058788, 3.612251, 0.8869214,2.575505e-04,0.033194831,"Intron (ENSMUST00000034060.7/59009, intron 2 of 11)", 8, 61677278, 61839675,162398,1,"59009","ENSMUST00000209611.2",  16260,59009,Sh3rf1
"48961","chr3",109078664,109079064,401,"*", 4.613553, 5.176403, 3.677928, 0.8883786,2.584124e-04,0.033251322,"Distal Intergenic", 3,109030478,109065856, 35379,1,"229731","ENSMUST00000140786.3",  48186,229731,Slc25a24
"1058","chr1", 59985349, 59985749,401,"*", 4.778222, 5.320045, 3.900402, 0.8802889,2.589583e-04,0.033267027,"Intron (ENSMUST00000036540.12/72750, intron 1 of 7)", 1, 60009839, 60020674, 10836,1,"72750","ENSMUST00000151630.2", -24090,72750,Fam117b
"1026","chr1", 59820140, 59820540,401,"*", 5.216873, 5.707574, 4.467527, 0.8523573,2.625028e-04,0.033425825,"Intron (ENSMUST00000087435.7/12168, intron 1 of 12)", 1, 59802559, 59918173,115615,1,"12168","ENSMUST00000087435.7",  17581,12168,Bmpr2
"41331","chr2", 31620738, 31621138,401,"*", 5.358121, 5.829773, 4.652794, 0.8249222,2.625383e-04,0.033425825,"Intron (ENSMUST00000075759.13/11350, intron 1 of 10)", 2, 31649955, 31694239, 44285,1,"11350","ENSMUST00000028190.13", -28817,11350,Abl1
"52272","chr4",119144241,119144641,401,"*", 5.307708, 5.759464, 4.646381, 0.8059393,2.625409e-04,0.033425825,"Intron (ENSMUST00000079644.13/22608, intron 2 of 7)", 4,119135187,119139989,  4803,2,"22608","ENSMUST00000127737.2",  -4252,22608,Ybx1
"27195","chr15", 81332490, 81332890,401,"*", 4.570325, 5.115731, 3.682877, 0.9036066,2.626354e-04,0.033425825,"3' UTR",15, 81350497, 81360570, 10074,1,"56438","ENSMUST00000023036.7", -17607,56438,Rbx1
"41951","chr2", 48738264, 48738664,401,"*", 4.278866, 4.889204, 3.199947, 0.9058427,2.626551e-04,0.033425825,"Intron (ENSMUST00000063886.4/11480, intron 1 of 10)", 2, 48704121, 48793281, 89161,1,"11480","ENSMUST00000063886.4",  34143,11480,Acvr2a
"61139","chr6", 67248141, 67248541,401,"*", 4.322938, 4.890997, 3.372491, 0.8967429,2.630253e-04,0.033425825,"Promoter (<=1kb)", 6, 67248863, 67258804,  9942,1,"66870","ENSMUST00000204206.2",   -322,66870,Serbp1
"25861","chr15", 41652425, 41652825,401,"*", 5.350695, 5.843956, 4.595281, 0.8899349,2.631754e-04,0.033425825,"Promoter (<=1kb)",15, 41652777, 41690425, 37649,1,"170719","ENSMUST00000230778.2",      0,170719,Oxr1
"8583","chr10",117628549,117628949,401,"*", 6.235031, 6.637798, 5.674303, 0.8378144,2.644989e-04,0.033515694,"Promoter (<=1kb)",10,117586526,117628569, 42044,2,"103468","ENSMUST00000218576.2",      0,103468,Nup107
"29157","chr16", 24830213, 24830613,401,"*", 5.286185, 5.735061, 4.631067, 0.8325708,2.649608e-04,0.033515694,"Distal Intergenic",16, 24878389, 24887808,  9420,1,"319487","ENSMUST00000181655.2", -47776,319487,A230028O05Rik
"28862","chr16", 17296355, 17296755,401,"*", 4.808881, 5.315755, 4.020594, 0.8932076,2.656639e-04,0.033515694,"Intron (ENSMUST00000006293.5/12929, intron 2 of 2)",16, 17307475, 17325349, 17875,1,"72168","ENSMUST00000115685.10", -10720,72168,Aifm3
"40442","chr2", 11499960, 11500360,401,"*", 5.252971, 5.756290, 4.473375, 0.8434307,2.659824e-04,0.033515694,"Promoter (2-3kb)", 2, 11497421, 11503162,  5742,2,"170768","ENSMUST00000140580.8",   2802,170768,Pfkfb3
"42540","chr2", 71868606, 71869006,401,"*", 4.780295, 5.312731, 3.927289, 0.8902222,2.660179e-04,0.033515694,"Intron (ENSMUST00000090826.12/56508, intron 3 of 30)", 2, 71884948, 72087816,202869,1,"56508","ENSMUST00000028525.6", -15942,56508,Rapgef4
"61524","chr6", 84072853, 84073253,401,"*", 4.533160, 5.107204, 3.565427, 0.9045592,2.666113e-04,0.033520612,"Exon (ENSMUST00000137673.3/ENSMUST00000137673.3, exon 4 of 4)", 6, 84082355, 84089181,  6827,1,"26903","ENSMUST00000127459.8",  -9102,26903,Dysf
"20541","chr13", 55247642, 55248042,401,"*", 5.635013, 6.072808, 5.003430, 0.8615934,2.669111e-04,0.033520612,"Promoter (<=1kb)",13, 55176008, 55248067, 72060,2,"20184","ENSMUST00000148702.8",     25,20184,Uimc1
"19749","chr13", 41082398, 41082798,401,"*", 5.034723, 5.514913, 4.309903, 0.8721714,2.679263e-04,0.033534522,"Intron (ENSMUST00000110191.10/14538, intron 1 of 2)",13, 41060808, 41071371, 10564,2,"102633993","ENSMUST00000224935.2", -11027,102633993,Gm31683
"44660","chr2",144059276,144059676,401,"*", 4.928684, 5.455894, 4.089244, 0.8661978,2.683665e-04,0.033534522,"Distal Intergenic", 2,144015673,144049910, 34238,2,"433481","ENSMUST00000210577.2",  -9366,433481,Gm5535
"50318","chr4", 32555823, 32556223,401,"*", 4.186770, 4.826107, 3.010149, 0.9045485,2.684536e-04,0.033534522,"Intron (ENSMUST00000108180.9/12014, intron 4 of 6)", 4, 32563097, 32571617,  8521,2,"414068","ENSMUST00000136149.2",  15394,414068,Bach2os
"60667","chr6", 43245950, 43246350,401,"*", 5.236228, 5.711517, 4.522642, 0.8884574,2.687308e-04,0.033534522,"Intron (ENSMUST00000031750.14/54324, intron 1 of 14)", 6, 43242516, 43266254, 23739,1,"54324","ENSMUST00000031750.14",   3434,54324,Arhgef5
"12051","chr11", 75857735, 75858135,401,"*", 5.461531, 5.896974, 4.834870, 0.8237207,2.703322e-04,0.033629550,"Distal Intergenic",11, 75797398, 75829255, 31858,2,"380714","ENSMUST00000152035.2", -28480,380714,Rph3al
"32488","chr17", 33184431, 33184831,401,"*", 5.852806, 6.278819, 5.245637, 0.7723247,2.715225e-04,0.033629550,"Promoter (<=1kb)",17, 33184788, 33198207, 13420,1,"224691","ENSMUST00000039132.9",      0,224691,Zfp472
"9122","chr11",  4085051,  4085451,401,"*", 6.259919, 6.668683, 5.687422, 0.7549533,2.715325e-04,0.033629550,"Promoter (<=1kb)",11,  4085202,  4091172,  5971,1,"71673","ENSMUST00000003677.11",      0,71673,Rnf215
"24190","chr14", 72945940, 72946340,401,"*", 5.106638, 5.596444, 4.359402, 0.8781452,2.716993e-04,0.033629550,"Promoter (<=1kb)",14, 72802182, 72946982,144801,2,"319448","ENSMUST00000162478.8",    642,319448,Fndc3a
"31666","chr17", 23990233, 23990633,401,"*", 6.047671, 6.459214, 5.469674, 0.7633614,2.718873e-04,0.033629550,"Promoter (<=1kb)",17, 23974394, 23990496, 16103,2,"224613","ENSMUST00000086325.13",      0,224613,Flywch1
"38413","chr19", 14565796, 14566196,401,"*", 5.110141, 5.629146, 4.291647, 0.8582633,2.728120e-04,0.033629550,"Intron (ENSMUST00000052011.15/21888, intron 4 of 19)",19, 14521090, 14572903, 51814,2,"21888","ENSMUST00000235975.2",   6707,21888,Tle4
"14974","chr11",115545675,115546075,401,"*", 5.065304, 5.555701, 4.316673, 0.8593226,2.728607e-04,0.033629550,"Intron (ENSMUST00000106499.8/14784, intron 2 of 3)",11,115505010,115519121, 14112,2,"67283","ENSMUST00000178003.8", -26554,67283,Slc25a19
"16266","chr12", 31344121, 31344521,401,"*", 5.186406, 5.687277, 4.412748, 0.8810095,2.735299e-04,0.033629550,"Intron (ENSMUST00000169088.8/16777, intron 13 of 33)",12, 31328174, 31328938,   765,1,"16777","ENSMUST00000164009.2",  15947,16777,Lamb1
"27243","chr15", 81785891, 81786291,401,"*", 4.911897, 5.405172, 4.156453, 0.8637254,2.742294e-04,0.033629550,"Intron (ENSMUST00000023116.7/11429, intron 4 of 17)",15, 81791280, 81794710,  3431,1,"11429","ENSMUST00000126352.8",  -4989,11429,Aco2
"67557","chr7",113875007,113875407,401,"*", 6.098492, 6.503104, 5.534157, 0.7942567,2.747188e-04,0.033629550,"Promoter (<=1kb)", 7,113863841,113875353, 11513,2,"26440","ENSMUST00000033008.10",      0,26440,Psma1
"25481","chr15", 27630940, 27631340,401,"*", 5.646782, 6.077664, 5.029599, 0.8026463,2.751362e-04,0.033629550,"Promoter (<=1kb)",15, 27606005, 27630779, 24775,2,"432940","ENSMUST00000059662.8",   -161,432940,Otulin
"46882","chr3", 37474084, 37474484,401,"*", 5.898748, 6.334997, 5.270401, 0.8169762,2.755228e-04,0.033629550,"Promoter (<=1kb)", 3, 37459059, 37474335, 15277,2,"229228","ENSMUST00000146324.8",      0,229228,Nudt6
